* Electrode material: Graphite
* Source dH: Matthieu Dubarry 2022
* Source dS: set to zero
* Author: Wolfgang Bessler 10/2022
* x []          dH [J/mol]      dS [J/mol/K]
0.9700000	-1249.390	0.000000
0.9690400	-1466.854	0.000000
0.9680800	-1684.268	0.000000
0.9671200	-1900.054	0.000000
0.9661600	-2108.334	0.000000
0.9652000	-2319.139	0.000000
0.9642400	-2532.356	0.000000
0.9632800	-2744.109	0.000000
0.9623200	-2954.655	0.000000
0.9613600	-3162.747	0.000000
0.9604000	-3366.805	0.000000
0.9594400	-3566.791	0.000000
0.9584800	-3762.754	0.000000
0.9575200	-3954.676	0.000000
0.9565600	-4142.058	0.000000
0.9556000	-4323.495	0.000000
0.9546400	-4498.090	0.000000
0.9536800	-4666.080	0.000000
0.9527200	-4828.199	0.000000
0.9517600	-4985.055	0.000000
0.9508000	-5136.957	0.000000
0.9498400	-5283.000	0.000000
0.9488800	-5422.810	0.000000
0.9479200	-5555.085	0.000000
0.9469600	-5681.979	0.000000
0.9460000	-5804.836	0.000000
0.9450400	-5921.638	0.000000
0.9440800	-6032.535	0.000000
0.9431200	-6137.855	0.000000
0.9421600	-6236.035	0.000000
0.9412000	-6328.149	0.000000
0.9402400	-6414.854	0.000000
0.9392800	-6497.698	0.000000
0.9383200	-6576.549	0.000000
0.9373600	-6651.036	0.000000
0.9364000	-6721.588	0.000000
0.9354400	-6788.583	0.000000
0.9344800	-6852.771	0.000000
0.9335200	-6914.643	0.000000
0.9325600	-6974.072	0.000000
0.9316000	-7030.969	0.000000
0.9306400	-7085.094	0.000000
0.9296800	-7136.137	0.000000
0.9287200	-7183.738	0.000000
0.9277600	-7228.563	0.000000
0.9268000	-7271.258	0.000000
0.9258400	-7311.780	0.000000
0.9248800	-7349.680	0.000000
0.9239200	-7385.360	0.000000
0.9229600	-7419.669	0.000000
0.9220000	-7453.372	0.000000
0.9210400	-7485.210	0.000000
0.9200800	-7516.784	0.000000
0.9191200	-7546.782	0.000000
0.9181600	-7575.544	0.000000
0.9172000	-7603.578	0.000000
0.9162400	-7630.933	0.000000
0.9152800	-7657.365	0.000000
0.9143200	-7682.818	0.000000
0.9133600	-7707.152	0.000000
0.9124000	-7730.628	0.000000
0.9114400	-7753.473	0.000000
0.9104800	-7775.796	0.000000
0.9095200	-7797.631	0.000000
0.9085600	-7818.789	0.000000
0.9076000	-7839.516	0.000000
0.9066400	-7860.037	0.000000
0.9056800	-7879.992	0.000000
0.9047200	-7899.835	0.000000
0.9037600	-7919.753	0.000000
0.9028000	-7938.754	0.000000
0.9018400	-7956.376	0.000000
0.9008800	-7974.029	0.000000
0.8999200	-7991.631	0.000000
0.8989600	-8008.779	0.000000
0.8980000	-8024.264	0.000000
0.8970400	-8040.177	0.000000
0.8960800	-8054.390	0.000000
0.8951200	-8067.417	0.000000
0.8941600	-8080.977	0.000000
0.8932000	-8094.167	0.000000
0.8922400	-8106.060	0.000000
0.8912800	-8117.149	0.000000
0.8903200	-8128.582	0.000000
0.8893600	-8140.219	0.000000
0.8884000	-8151.143	0.000000
0.8874400	-8162.153	0.000000
0.8864800	-8173.513	0.000000
0.8855200	-8184.758	0.000000
0.8845600	-8195.964	0.000000
0.8836000	-8207.294	0.000000
0.8826400	-8218.692	0.000000
0.8816800	-8229.619	0.000000
0.8807200	-8239.611	0.000000
0.8797600	-8250.001	0.000000
0.8788000	-8260.032	0.000000
0.8778400	-8269.527	0.000000
0.8768800	-8278.650	0.000000
0.8759200	-8287.717	0.000000
0.8749600	-8296.450	0.000000
0.8740000	-8304.293	0.000000
0.8730400	-8311.764	0.000000
0.8720800	-8320.082	0.000000
0.8711200	-8327.936	0.000000
0.8701600	-8335.711	0.000000
0.8692000	-8343.383	0.000000
0.8682400	-8350.492	0.000000
0.8672800	-8357.216	0.000000
0.8663200	-8364.103	0.000000
0.8653600	-8370.913	0.000000
0.8644000	-8376.830	0.000000
0.8634400	-8382.430	0.000000
0.8624800	-8388.147	0.000000
0.8615200	-8394.037	0.000000
0.8605600	-8399.787	0.000000
0.8596000	-8405.353	0.000000
0.8586400	-8410.851	0.000000
0.8576800	-8415.796	0.000000
0.8567200	-8420.749	0.000000
0.8557600	-8426.395	0.000000
0.8548000	-8431.840	0.000000
0.8538400	-8436.477	0.000000
0.8528800	-8440.640	0.000000
